Region,OperatingSystem,InstanceType,OnDemand
us-east-1,Linux/UNIX (Amazon VPC),m5d.12xlarge,2.712
us-east-1,Linux/UNIX (Amazon VPC),m5a.12xlarge,2.064
us-east-1,Linux/UNIX (Amazon VPC),r5n.metal,7.152
us-east-1,Linux/UNIX (Amazon VPC),m1.small,0.044
us-east-1,Linux/UNIX (Amazon VPC),t4g.large,0.0672
us-east-1,Linux/UNIX (Amazon VPC),r5a.xlarge,0.226
us-east-1,Linux/UNIX (Amazon VPC),r5.2xlarge,0.504
us-east-1,Linux/UNIX (Amazon VPC),r5b.large,0.149
us-east-1,Linux/UNIX (Amazon VPC),t2.2xlarge,0.3712
us-east-1,Linux/UNIX (Amazon VPC),c5.xlarge,0.17
us-east-1,Linux/UNIX (Amazon VPC),m5ad.12xlarge,2.472
us-east-1,Linux/UNIX (Amazon VPC),c4.2xlarge,0.398
us-east-1,Linux/UNIX (Amazon VPC),cc2.8xlarge,2
us-east-1,Linux/UNIX (Amazon VPC),c5ad.12xlarge,2.064
us-east-1,Linux/UNIX (Amazon VPC),g3.16xlarge,4.56
us-east-1,Linux/UNIX (Amazon VPC),d3.8xlarge,3.99552
us-east-1,Linux/UNIX (Amazon VPC),t3a.nano,0.0047
us-east-1,Linux/UNIX (Amazon VPC),cr1.8xlarge,3.5
us-east-1,Linux/UNIX (Amazon VPC),m6gd.metal,2.8928
us-east-1,Linux/UNIX (Amazon VPC),u-6tb1.56xlarge,46.40391
us-east-1,Linux/UNIX (Amazon VPC),d3.xlarge,0.499
us-east-1,Linux/UNIX (Amazon VPC),z1d.large,0.186
us-east-1,Linux/UNIX (Amazon VPC),m4.4xlarge,0.8
us-east-1,Linux/UNIX (Amazon VPC),r5d.metal,6.912
us-east-1,Linux/UNIX (Amazon VPC),i3.4xlarge,1.248
us-east-1,Linux/UNIX (Amazon VPC),a1.xlarge,0.102
us-east-1,Linux/UNIX (Amazon VPC),m4.xlarge,0.2
us-east-1,Linux/UNIX (Amazon VPC),c6gn.12xlarge,2.0736
us-east-1,Linux/UNIX (Amazon VPC),g2.2xlarge,0.65
us-east-1,Linux/UNIX (Amazon VPC),c5a.large,0.077
us-east-1,Linux/UNIX (Amazon VPC),m5n.2xlarge,0.476
us-east-1,Linux/UNIX (Amazon VPC),g4ad.16xlarge,3.468
us-east-1,Linux/UNIX (Amazon VPC),c4.large,0.1
us-east-1,Linux/UNIX (Amazon VPC),c5.9xlarge,1.53
us-east-1,Linux/UNIX (Amazon VPC),r5d.24xlarge,6.912
us-east-1,Linux/UNIX (Amazon VPC),c4.xlarge,0.199
us-east-1,Linux/UNIX (Amazon VPC),h1.4xlarge,0.936
us-east-1,Linux/UNIX (Amazon VPC),m5d.metal,5.424
us-east-1,Linux/UNIX (Amazon VPC),r3.8xlarge,2.66
us-east-1,Linux/UNIX (Amazon VPC),m6gd.4xlarge,0.7232
us-east-1,Linux/UNIX (Amazon VPC),x2gd.4xlarge,1.336
us-east-1,Linux/UNIX (Amazon VPC),m5zn.6xlarge,1.982
us-east-1,Linux/UNIX (Amazon VPC),r5dn.24xlarge,8.016
us-east-1,Linux/UNIX (Amazon VPC),p2.xlarge,0.9
us-east-1,Linux/UNIX (Amazon VPC),m5.xlarge,0.192
us-east-1,Linux/UNIX (Amazon VPC),t4g.2xlarge,0.2688
us-east-1,Linux/UNIX (Amazon VPC),d3en.2xlarge,1.051
us-east-1,Linux/UNIX (Amazon VPC),i2.xlarge,0.853
us-east-1,Linux/UNIX (Amazon VPC),c6gn.16xlarge,2.7648
us-east-1,Linux/UNIX (Amazon VPC),r5n.2xlarge,0.596
us-east-1,Linux/UNIX (Amazon VPC),g3s.xlarge,0.75
us-east-1,Linux/UNIX (Amazon VPC),r5dn.12xlarge,4.008
us-east-1,Linux/UNIX (Amazon VPC),m5zn.12xlarge,3.9641
us-east-1,Linux/UNIX (Amazon VPC),t1.micro,0.02
us-east-1,Linux/UNIX (Amazon VPC),p3.2xlarge,3.06
us-east-1,Linux/UNIX (Amazon VPC),m5.large,0.096
us-east-1,Linux/UNIX (Amazon VPC),z1d.3xlarge,1.116
us-east-1,Linux/UNIX (Amazon VPC),m5n.24xlarge,5.712
us-east-1,Linux/UNIX (Amazon VPC),r5.8xlarge,2.016
us-east-1,Linux/UNIX (Amazon VPC),c6g.2xlarge,0.272
us-east-1,Linux/UNIX (Amazon VPC),c5ad.24xlarge,4.128
us-east-1,Linux/UNIX (Amazon VPC),r6gd.4xlarge,0.9216
us-east-1,Linux/UNIX (Amazon VPC),c6gd.4xlarge,0.6144
us-east-1,Linux/UNIX (Amazon VPC),g4ad.8xlarge,1.734
us-east-1,Linux/UNIX (Amazon VPC),c5a.8xlarge,1.232
us-east-1,Linux/UNIX (Amazon VPC),c1.xlarge,0.52
us-east-1,Linux/UNIX (Amazon VPC),c5.large,0.085
us-east-1,Linux/UNIX (Amazon VPC),t4g.micro,0.0084
us-east-1,Linux/UNIX (Amazon VPC),m5d.large,0.113
us-east-1,Linux/UNIX (Amazon VPC),c5d.12xlarge,2.304
us-east-1,Linux/UNIX (Amazon VPC),r5n.8xlarge,2.384
us-east-1,Linux/UNIX (Amazon VPC),r5dn.xlarge,0.334
us-east-1,Linux/UNIX (Amazon VPC),r5d.xlarge,0.288
us-east-1,Linux/UNIX (Amazon VPC),z1d.12xlarge,4.464
us-east-1,Linux/UNIX (Amazon VPC),r6g.medium,0.0504
us-east-1,Linux/UNIX (Amazon VPC),r5.metal,6.048
us-east-1,Linux/UNIX (Amazon VPC),r5a.16xlarge,3.616
us-east-1,Linux/UNIX (Amazon VPC),g4dn.xlarge,0.526
us-east-1,Linux/UNIX (Amazon VPC),r6gd.metal,3.6864
us-east-1,Linux/UNIX (Amazon VPC),x1e.32xlarge,26.688
us-east-1,Linux/UNIX (Amazon VPC),m5ad.8xlarge,1.648
us-east-1,Linux/UNIX (Amazon VPC),m6g.2xlarge,0.308
us-east-1,Linux/UNIX (Amazon VPC),x1e.16xlarge,13.344
us-east-1,Linux/UNIX (Amazon VPC),t3a.small,0.0188
us-east-1,Linux/UNIX (Amazon VPC),c6gn.4xlarge,0.6912
us-east-1,Linux/UNIX (Amazon VPC),i3.metal,4.992
us-east-1,Linux/UNIX (Amazon VPC),r5b.24xlarge,7.152
us-east-1,Linux/UNIX (Amazon VPC),x1.32xlarge,13.338
us-east-1,Linux/UNIX (Amazon VPC),c5d.2xlarge,0.384
us-east-1,Linux/UNIX (Amazon VPC),m5n.metal,5.712
us-east-1,Linux/UNIX (Amazon VPC),r6g.12xlarge,2.4192
us-east-1,Linux/UNIX (Amazon VPC),m4.large,0.1
us-east-1,Linux/UNIX (Amazon VPC),m5a.xlarge,0.172
us-east-1,Linux/UNIX (Amazon VPC),r5n.16xlarge,4.768
us-east-1,Linux/UNIX (Amazon VPC),f1.4xlarge,3.3
us-east-1,Linux/UNIX (Amazon VPC),r5dn.large,0.167
us-east-1,Linux/UNIX (Amazon VPC),c4.8xlarge,1.591
us-east-1,Linux/UNIX (Amazon VPC),t4g.small,0.0168
us-east-1,Linux/UNIX (Amazon VPC),c6gd.8xlarge,1.2288
us-east-1,Linux/UNIX (Amazon VPC),r5ad.12xlarge,3.144
us-east-1,Linux/UNIX (Amazon VPC),m5d.xlarge,0.226
us-east-1,Linux/UNIX (Amazon VPC),r5.12xlarge,3.024
us-east-1,Linux/UNIX (Amazon VPC),d3.4xlarge,1.998
us-east-1,Linux/UNIX (Amazon VPC),r5a.4xlarge,0.904
us-east-1,Linux/UNIX (Amazon VPC),g4ad.4xlarge,0.867
us-east-1,Linux/UNIX (Amazon VPC),g2.8xlarge,2.6
us-east-1,Linux/UNIX (Amazon VPC),m3.xlarge,0.266
us-east-1,Linux/UNIX (Amazon VPC),m5zn.xlarge,0.3303
us-east-1,Linux/UNIX (Amazon VPC),a1.large,0.051
us-east-1,Linux/UNIX (Amazon VPC),m5.12xlarge,2.304
us-east-1,Linux/UNIX (Amazon VPC),c5a.2xlarge,0.308
us-east-1,Linux/UNIX (Amazon VPC),t2.nano,0.0058
us-east-1,Linux/UNIX (Amazon VPC),m5n.8xlarge,1.904
us-east-1,Linux/UNIX (Amazon VPC),c4.4xlarge,0.796
us-east-1,Linux/UNIX (Amazon VPC),m3.medium,0.067
us-east-1,Linux/UNIX (Amazon VPC),r5ad.2xlarge,0.524
us-east-1,Linux/UNIX (Amazon VPC),r5n.large,0.149
us-east-1,Linux/UNIX (Amazon VPC),c3.4xlarge,0.84
us-east-1,Linux/UNIX (Amazon VPC),c6g.metal,2.176
us-east-1,Linux/UNIX (Amazon VPC),x2gd.12xlarge,4.008
us-east-1,Linux/UNIX (Amazon VPC),r5b.metal,7.152
us-east-1,Linux/UNIX (Amazon VPC),c6gn.8xlarge,1.3824
us-east-1,Linux/UNIX (Amazon VPC),c6gd.12xlarge,1.8432
us-east-1,Linux/UNIX (Amazon VPC),d3en.12xlarge,6.30864
us-east-1,Linux/UNIX (Amazon VPC),c5d.18xlarge,3.456
us-east-1,Linux/UNIX (Amazon VPC),t3a.medium,0.0376
us-east-1,Linux/UNIX (Amazon VPC),r4.large,0.133
us-east-1,Linux/UNIX (Amazon VPC),inf1.6xlarge,1.18
us-east-1,Linux/UNIX (Amazon VPC),r5ad.16xlarge,4.192
us-east-1,Linux/UNIX (Amazon VPC),m5zn.metal,3.9641
us-east-1,Linux/UNIX (Amazon VPC),d3en.xlarge,0.526
us-east-1,Linux/UNIX (Amazon VPC),r5dn.4xlarge,1.336
us-east-1,Linux/UNIX (Amazon VPC),r5b.16xlarge,4.768
us-east-1,Linux/UNIX (Amazon VPC),r4.2xlarge,0.532
us-east-1,Linux/UNIX (Amazon VPC),t3.micro,0.0104
us-east-1,Linux/UNIX (Amazon VPC),hs1.8xlarge,4.6
us-east-1,Linux/UNIX (Amazon VPC),t4g.xlarge,0.1344
us-east-1,Linux/UNIX (Amazon VPC),c5.24xlarge,4.08
us-east-1,Linux/UNIX (Amazon VPC),r3.2xlarge,0.665
us-east-1,Linux/UNIX (Amazon VPC),c6gd.16xlarge,2.4576
us-east-1,Linux/UNIX (Amazon VPC),c5d.xlarge,0.192
us-east-1,Linux/UNIX (Amazon VPC),c5a.24xlarge,3.696
us-east-1,Linux/UNIX (Amazon VPC),t2.xlarge,0.1856
us-east-1,Linux/UNIX (Amazon VPC),i3en.24xlarge,10.848
us-east-1,Linux/UNIX (Amazon VPC),t4g.nano,0.0042
us-east-1,Linux/UNIX (Amazon VPC),r5b.2xlarge,0.596
us-east-1,Linux/UNIX (Amazon VPC),m5.4xlarge,0.768
us-east-1,Linux/UNIX (Amazon VPC),t4g.medium,0.0336
us-east-1,Linux/UNIX (Amazon VPC),d3.2xlarge,0.999
us-east-1,Linux/UNIX (Amazon VPC),m5ad.16xlarge,3.296
us-east-1,Linux/UNIX (Amazon VPC),x1e.4xlarge,3.336
us-east-1,Linux/UNIX (Amazon VPC),m4.16xlarge,3.2
us-east-1,Linux/UNIX (Amazon VPC),c6gn.large,0.0864
us-east-1,Linux/UNIX (Amazon VPC),r5dn.16xlarge,5.344
us-east-1,Linux/UNIX (Amazon VPC),r5d.4xlarge,1.152
us-east-1,Linux/UNIX (Amazon VPC),d3en.6xlarge,3.154
us-east-1,Linux/UNIX (Amazon VPC),i3en.3xlarge,1.356
us-east-1,Linux/UNIX (Amazon VPC),f1.16xlarge,13.2
us-east-1,Linux/UNIX (Amazon VPC),m1.xlarge,0.35
us-east-1,Linux/UNIX (Amazon VPC),m5dn.4xlarge,1.088
us-east-1,Linux/UNIX (Amazon VPC),m5n.16xlarge,3.808
us-east-1,Linux/UNIX (Amazon VPC),t3a.xlarge,0.1504
us-east-1,Linux/UNIX (Amazon VPC),m5dn.xlarge,0.272
us-east-1,Linux/UNIX (Amazon VPC),c5.18xlarge,3.06
us-east-1,Linux/UNIX (Amazon VPC),m6gd.xlarge,0.1808
us-east-1,Linux/UNIX (Amazon VPC),inf1.2xlarge,0.362
us-east-1,Linux/UNIX (Amazon VPC),m5ad.4xlarge,0.824
us-east-1,Linux/UNIX (Amazon VPC),m6gd.2xlarge,0.3616
us-east-1,Linux/UNIX (Amazon VPC),x2gd.large,0.167
us-east-1,Linux/UNIX (Amazon VPC),a1.metal,0.408
us-east-1,Linux/UNIX (Amazon VPC),z1d.metal,4.464
us-east-1,Linux/UNIX (Amazon VPC),c6g.large,0.068
us-east-1,Linux/UNIX (Amazon VPC),inf1.xlarge,0.228
us-east-1,Linux/UNIX (Amazon VPC),c5n.9xlarge,1.944
us-east-1,Linux/UNIX (Amazon VPC),r6g.8xlarge,1.6128
us-east-1,Linux/UNIX (Amazon VPC),c3.xlarge,0.21
us-east-1,Linux/UNIX (Amazon VPC),r6gd.12xlarge,2.7648
us-east-1,Linux/UNIX (Amazon VPC),r5b.4xlarge,1.192
us-east-1,Linux/UNIX (Amazon VPC),c6g.medium,0.034
us-east-1,Linux/UNIX (Amazon VPC),r5ad.large,0.131
us-east-1,Linux/UNIX (Amazon VPC),m6gd.12xlarge,2.1696
us-east-1,Linux/UNIX (Amazon VPC),r6g.metal,3.2256
us-east-1,Linux/UNIX (Amazon VPC),c3.large,0.105
us-east-1,Linux/UNIX (Amazon VPC),m5ad.2xlarge,0.412
us-east-1,Linux/UNIX (Amazon VPC),c3.8xlarge,1.68
us-east-1,Linux/UNIX (Amazon VPC),p4d.24xlarge,32.7726
us-east-1,Linux/UNIX (Amazon VPC),c5a.12xlarge,1.848
us-east-1,Linux/UNIX (Amazon VPC),c5.2xlarge,0.34
us-east-1,Linux/UNIX (Amazon VPC),t3.large,0.0832
us-east-1,Linux/UNIX (Amazon VPC),c5d.metal,4.608
us-east-1,Linux/UNIX (Amazon VPC),c5n.xlarge,0.216
us-east-1,Linux/UNIX (Amazon VPC),i3en.large,0.226
us-east-1,Linux/UNIX (Amazon VPC),m5.16xlarge,3.072
us-east-1,Linux/UNIX (Amazon VPC),a1.4xlarge,0.408
us-east-1,Linux/UNIX (Amazon VPC),z1d.xlarge,0.372
us-east-1,Linux/UNIX (Amazon VPC),m5dn.24xlarge,6.528
us-east-1,Linux/UNIX (Amazon VPC),p3dn.24xlarge,31.212
us-east-1,Linux/UNIX (Amazon VPC),r5a.large,0.113
us-east-1,Linux/UNIX (Amazon VPC),t2.micro,0.0116
us-east-1,Linux/UNIX (Amazon VPC),m4.10xlarge,2
us-east-1,Linux/UNIX (Amazon VPC),r5a.2xlarge,0.452
us-east-1,Linux/UNIX (Amazon VPC),r3.xlarge,0.333
us-east-1,Linux/UNIX (Amazon VPC),m2.xlarge,0.245
us-east-1,Linux/UNIX (Amazon VPC),c5n.18xlarge,3.888
us-east-1,Linux/UNIX (Amazon VPC),c5ad.2xlarge,0.344
us-east-1,Linux/UNIX (Amazon VPC),r6g.xlarge,0.2016
us-east-1,Linux/UNIX (Amazon VPC),r5n.xlarge,0.298
us-east-1,Linux/UNIX (Amazon VPC),c6g.4xlarge,0.544
us-east-1,Linux/UNIX (Amazon VPC),m5dn.metal,6.528
us-east-1,Linux/UNIX (Amazon VPC),i3.large,0.156
us-east-1,Linux/UNIX (Amazon VPC),c5n.metal,3.888
us-east-1,Linux/UNIX (Amazon VPC),m5a.4xlarge,0.688
us-east-1,Linux/UNIX (Amazon VPC),r5.16xlarge,4.032
us-east-1,Linux/UNIX (Amazon VPC),r6g.2xlarge,0.4032
us-east-1,Linux/UNIX (Amazon VPC),t3.nano,0.0052
us-east-1,Linux/UNIX (Amazon VPC),z1d.6xlarge,2.232
us-east-1,Linux/UNIX (Amazon VPC),r5a.12xlarge,2.712
us-east-1,Linux/UNIX (Amazon VPC),m1.large,0.175
us-east-1,Linux/UNIX (Amazon VPC),i3.2xlarge,0.624
us-east-1,Linux/UNIX (Amazon VPC),c5ad.xlarge,0.172
us-east-1,Linux/UNIX (Amazon VPC),r5dn.8xlarge,2.672
us-east-1,Linux/UNIX (Amazon VPC),m5.metal,4.608
us-east-1,Linux/UNIX (Amazon VPC),a1.2xlarge,0.204
us-east-1,Linux/UNIX (Amazon VPC),m6g.metal,2.464
us-east-1,Linux/UNIX (Amazon VPC),c6gn.xlarge,0.1728
us-east-1,Linux/UNIX (Amazon VPC),g4dn.8xlarge,2.176
us-east-1,Linux/UNIX (Amazon VPC),m5d.8xlarge,1.808
us-east-1,Linux/UNIX (Amazon VPC),r4.4xlarge,1.064
us-east-1,Linux/UNIX (Amazon VPC),c5d.large,0.096
us-east-1,Linux/UNIX (Amazon VPC),x2gd.xlarge,0.334
us-east-1,Linux/UNIX (Amazon VPC),i2.2xlarge,1.705
us-east-1,Linux/UNIX (Amazon VPC),m5a.large,0.086
us-east-1,Linux/UNIX (Amazon VPC),c5n.large,0.108
us-east-1,Linux/UNIX (Amazon VPC),m5d.24xlarge,5.424
us-east-1,Linux/UNIX (Amazon VPC),r5.24xlarge,6.048
us-east-1,Linux/UNIX (Amazon VPC),c5a.xlarge,0.154
us-east-1,Linux/UNIX (Amazon VPC),i3en.xlarge,0.452
us-east-1,Linux/UNIX (Amazon VPC),i2.8xlarge,6.82
us-east-1,Linux/UNIX (Amazon VPC),c5n.2xlarge,0.432
us-east-1,Linux/UNIX (Amazon VPC),r5.large,0.126
us-east-1,Linux/UNIX (Amazon VPC),m5dn.large,0.136
us-east-1,Linux/UNIX (Amazon VPC),r6gd.2xlarge,0.4608
us-east-1,Linux/UNIX (Amazon VPC),t3.medium,0.0416
us-east-1,Linux/UNIX (Amazon VPC),u-12tb1.112xlarge,109.2
us-east-1,Linux/UNIX (Amazon VPC),m5n.xlarge,0.238
us-east-1,Linux/UNIX (Amazon VPC),m5ad.xlarge,0.206
us-east-1,Linux/UNIX (Amazon VPC),x2gd.metal,5.344
us-east-1,Linux/UNIX (Amazon VPC),r5d.8xlarge,2.304
us-east-1,Linux/UNIX (Amazon VPC),m5ad.24xlarge,4.944
us-east-1,Linux/UNIX (Amazon VPC),c6gd.2xlarge,0.3072
us-east-1,Linux/UNIX (Amazon VPC),d2.2xlarge,1.38
us-east-1,Linux/UNIX (Amazon VPC),m5.24xlarge,4.608
us-east-1,Linux/UNIX (Amazon VPC),c6gd.large,0.0768
us-east-1,Linux/UNIX (Amazon VPC),r5ad.24xlarge,6.288
us-east-1,Linux/UNIX (Amazon VPC),c5a.4xlarge,0.616
us-east-1,Linux/UNIX (Amazon VPC),r5n.4xlarge,1.192
us-east-1,Linux/UNIX (Amazon VPC),m5a.8xlarge,1.376
us-east-1,Linux/UNIX (Amazon VPC),m5zn.2xlarge,0.6607
us-east-1,Linux/UNIX (Amazon VPC),m5dn.16xlarge,4.352
us-east-1,Linux/UNIX (Amazon VPC),m5dn.12xlarge,3.264
us-east-1,Linux/UNIX (Amazon VPC),m5d.2xlarge,0.452
us-east-1,Linux/UNIX (Amazon VPC),c6g.12xlarge,1.632
us-east-1,Linux/UNIX (Amazon VPC),i3.xlarge,0.312
us-east-1,Linux/UNIX (Amazon VPC),t3.small,0.0208
us-east-1,Linux/UNIX (Amazon VPC),g4dn.4xlarge,1.204
us-east-1,Linux/UNIX (Amazon VPC),i3en.2xlarge,0.904
us-east-1,Linux/UNIX (Amazon VPC),m2.2xlarge,0.49
us-east-1,Linux/UNIX (Amazon VPC),z1d.2xlarge,0.744
us-east-1,Linux/UNIX (Amazon VPC),m5zn.large,0.1652
us-east-1,Linux/UNIX (Amazon VPC),t2.large,0.0928
us-east-1,Linux/UNIX (Amazon VPC),r4.xlarge,0.266
us-east-1,Linux/UNIX (Amazon VPC),g4dn.12xlarge,3.912
us-east-1,Linux/UNIX (Amazon VPC),m3.2xlarge,0.532
us-east-1,Linux/UNIX (Amazon VPC),h1.16xlarge,3.744
us-east-1,Linux/UNIX (Amazon VPC),c5.4xlarge,0.68
us-east-1,Linux/UNIX (Amazon VPC),c5d.4xlarge,0.768
us-east-1,Linux/UNIX (Amazon VPC),t2.medium,0.0464
us-east-1,Linux/UNIX (Amazon VPC),c6gd.metal,2.4576
us-east-1,Linux/UNIX (Amazon VPC),m6gd.medium,0.0452
us-east-1,Linux/UNIX (Amazon VPC),c6gd.medium,0.0384
us-east-1,Linux/UNIX (Amazon VPC),m5.8xlarge,1.536
us-east-1,Linux/UNIX (Amazon VPC),m2.4xlarge,0.98
us-east-1,Linux/UNIX (Amazon VPC),g3.8xlarge,2.28
us-east-1,Linux/UNIX (Amazon VPC),r3.4xlarge,1.33
us-east-1,Linux/UNIX (Amazon VPC),m6g.large,0.077
us-east-1,Linux/UNIX (Amazon VPC),t3.xlarge,0.1664
us-east-1,Linux/UNIX (Amazon VPC),g4dn.metal,7.824
us-east-1,Linux/UNIX (Amazon VPC),r6gd.large,0.1152
us-east-1,Linux/UNIX (Amazon VPC),r6g.large,0.1008
us-east-1,Linux/UNIX (Amazon VPC),m5dn.8xlarge,2.176
us-east-1,Linux/UNIX (Amazon VPC),u-6tb1.112xlarge,54.6
us-east-1,Linux/UNIX (Amazon VPC),c6gd.xlarge,0.1536
us-east-1,Linux/UNIX (Amazon VPC),m6gd.large,0.0904
us-east-1,Linux/UNIX (Amazon VPC),inf1.24xlarge,4.721
us-east-1,Linux/UNIX (Amazon VPC),c5a.16xlarge,2.464
us-east-1,Linux/UNIX (Amazon VPC),r5n.24xlarge,7.152
us-east-1,Linux/UNIX (Amazon VPC),x1e.xlarge,0.834
us-east-1,Linux/UNIX (Amazon VPC),c5.12xlarge,2.04
us-east-1,Linux/UNIX (Amazon VPC),m6gd.8xlarge,1.4464
us-east-1,Linux/UNIX (Amazon VPC),m5a.16xlarge,2.752
us-east-1,Linux/UNIX (Amazon VPC),g3.4xlarge,1.14
us-east-1,Linux/UNIX (Amazon VPC),c5ad.16xlarge,2.752
us-east-1,Linux/UNIX (Amazon VPC),c6gn.medium,0.0432
us-east-1,Linux/UNIX (Amazon VPC),r6gd.xlarge,0.2304
us-east-1,Linux/UNIX (Amazon VPC),m5ad.large,0.103
us-east-1,Linux/UNIX (Amazon VPC),m6g.4xlarge,0.616
us-east-1,Linux/UNIX (Amazon VPC),g4dn.2xlarge,0.752
us-east-1,Linux/UNIX (Amazon VPC),r4.16xlarge,4.256
us-east-1,Linux/UNIX (Amazon VPC),x1e.2xlarge,1.668
us-east-1,Linux/UNIX (Amazon VPC),c5ad.4xlarge,0.688
us-east-1,Linux/UNIX (Amazon VPC),a1.medium,0.0255
us-east-1,Linux/UNIX (Amazon VPC),t3a.micro,0.0094
us-east-1,Linux/UNIX (Amazon VPC),r5.xlarge,0.252
us-east-1,Linux/UNIX (Amazon VPC),x2gd.2xlarge,0.668
us-east-1,Linux/UNIX (Amazon VPC),c5n.4xlarge,0.864
us-east-1,Linux/UNIX (Amazon VPC),r3.large,0.166
us-east-1,Linux/UNIX (Amazon VPC),d2.xlarge,0.69
us-east-1,Linux/UNIX (Amazon VPC),r5b.xlarge,0.298
us-east-1,Linux/UNIX (Amazon VPC),r6gd.8xlarge,1.8432
us-east-1,Linux/UNIX (Amazon VPC),m5a.2xlarge,0.344
us-east-1,Linux/UNIX (Amazon VPC),x1e.8xlarge,6.672
us-east-1,Linux/UNIX (Amazon VPC),u-9tb1.112xlarge,81.9
us-east-1,Linux/UNIX (Amazon VPC),d3en.4xlarge,2.103
us-east-1,Linux/UNIX (Amazon VPC),h1.2xlarge,0.468
us-east-1,Linux/UNIX (Amazon VPC),m5n.12xlarge,2.856
us-east-1,Linux/UNIX (Amazon VPC),p3.8xlarge,12.24
us-east-1,Linux/UNIX (Amazon VPC),r5b.12xlarge,3.576
us-east-1,Linux/UNIX (Amazon VPC),t3.2xlarge,0.3328
us-east-1,Linux/UNIX (Amazon VPC),m5d.16xlarge,3.616
us-east-1,Linux/UNIX (Amazon VPC),c5ad.large,0.086
us-east-1,Linux/UNIX (Amazon VPC),x2gd.16xlarge,5.344
us-east-1,Linux/UNIX (Amazon VPC),r6g.16xlarge,3.2256
us-east-1,Linux/UNIX (Amazon VPC),t2.small,0.023
us-east-1,Linux/UNIX (Amazon VPC),r5d.12xlarge,3.456
us-east-1,Linux/UNIX (Amazon VPC),c5d.9xlarge,1.728
us-east-1,Linux/UNIX (Amazon VPC),m4.2xlarge,0.4
us-east-1,Linux/UNIX (Amazon VPC),m5zn.3xlarge,0.991
us-east-1,Linux/UNIX (Amazon VPC),r5dn.metal,8.016
us-east-1,Linux/UNIX (Amazon VPC),f1.2xlarge,1.65
us-east-1,Linux/UNIX (Amazon VPC),i3.8xlarge,2.496
us-east-1,Linux/UNIX (Amazon VPC),p2.8xlarge,7.2
us-east-1,Linux/UNIX (Amazon VPC),m5d.4xlarge,0.904
us-east-1,Linux/UNIX (Amazon VPC),r5d.large,0.144
us-east-1,Linux/UNIX (Amazon VPC),m5n.large,0.119
us-east-1,Linux/UNIX (Amazon VPC),c5ad.8xlarge,1.376
us-east-1,Linux/UNIX (Amazon VPC),r5n.12xlarge,3.576
us-east-1,Linux/UNIX (Amazon VPC),t3a.large,0.0752
us-east-1,Linux/UNIX (Amazon VPC),m5dn.2xlarge,0.544
us-east-1,Linux/UNIX (Amazon VPC),m6g.12xlarge,1.848
us-east-1,Linux/UNIX (Amazon VPC),r5a.8xlarge,1.808
us-east-1,Linux/UNIX (Amazon VPC),m5n.4xlarge,0.952
us-east-1,Linux/UNIX (Amazon VPC),i3en.metal,10.848
us-east-1,Linux/UNIX (Amazon VPC),c1.medium,0.13
us-east-1,Linux/UNIX (Amazon VPC),c5.metal,4.08
us-east-1,Linux/UNIX (Amazon VPC),x2gd.8xlarge,2.672
us-east-1,Linux/UNIX (Amazon VPC),c5d.24xlarge,4.608
us-east-1,Linux/UNIX (Amazon VPC),x2gd.medium,0.0835
us-east-1,Linux/UNIX (Amazon VPC),p3.16xlarge,24.48
us-east-1,Linux/UNIX (Amazon VPC),i3en.6xlarge,2.712
us-east-1,Linux/UNIX (Amazon VPC),r5a.24xlarge,5.424
us-east-1,Linux/UNIX (Amazon VPC),d2.8xlarge,5.52
us-east-1,Linux/UNIX (Amazon VPC),r5.4xlarge,1.008
us-east-1,Linux/UNIX (Amazon VPC),r5ad.xlarge,0.262
us-east-1,Linux/UNIX (Amazon VPC),c6g.8xlarge,1.088
us-east-1,Linux/UNIX (Amazon VPC),c6g.16xlarge,2.176
us-east-1,Linux/UNIX (Amazon VPC),p2.16xlarge,14.4
us-east-1,Linux/UNIX (Amazon VPC),r5dn.2xlarge,0.668
us-east-1,Linux/UNIX (Amazon VPC),r5d.2xlarge,0.576
us-east-1,Linux/UNIX (Amazon VPC),t3a.2xlarge,0.3008
us-east-1,Linux/UNIX (Amazon VPC),m6g.8xlarge,1.232
us-east-1,Linux/UNIX (Amazon VPC),m3.large,0.133
us-east-1,Linux/UNIX (Amazon VPC),i3en.12xlarge,5.424
us-east-1,Linux/UNIX (Amazon VPC),x1.16xlarge,6.669
us-east-1,Linux/UNIX (Amazon VPC),r6gd.16xlarge,3.6864
us-east-1,Linux/UNIX (Amazon VPC),m6gd.16xlarge,2.8928
us-east-1,Linux/UNIX (Amazon VPC),r5b.8xlarge,2.384
us-east-1,Linux/UNIX (Amazon VPC),m1.medium,0.087
us-east-1,Linux/UNIX (Amazon VPC),m5a.24xlarge,4.128
us-east-1,Linux/UNIX (Amazon VPC),m6g.medium,0.0385
us-east-1,Linux/UNIX (Amazon VPC),d3en.8xlarge,4.20576
us-east-1,Linux/UNIX (Amazon VPC),r4.8xlarge,2.128
us-east-1,Linux/UNIX (Amazon VPC),r6gd.medium,0.0576
us-east-1,Linux/UNIX (Amazon VPC),c3.2xlarge,0.42
us-east-1,Linux/UNIX (Amazon VPC),g4dn.16xlarge,4.352
us-east-1,Linux/UNIX (Amazon VPC),i3.16xlarge,4.992
us-east-1,Linux/UNIX (Amazon VPC),i2.4xlarge,3.41
