Region,OperatingSystem,InstanceType,OnDemand
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),t3a.2xlarge,0.5076
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c4.xlarge,0.291
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.4xlarge,1.034
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5n.16xlarge,5.826
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5ad.16xlarge,3.362
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m6g.8xlarge,1.666
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5.xlarge,0.3
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5.4xlarge,1.09
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),z1d.large,0.286
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),a1.4xlarge,0.6004
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5n.xlarge,0.352
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5dn.4xlarge,1.466
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.large,0.173
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5b.12xlarge,4.402
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c3.8xlarge,2.247
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c1.xlarge,0.785
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),d3.4xlarge,2.634
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5.xlarge,0.364
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c6g.large,0.1384
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),z1d.xlarge,0.512
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5n.8xlarge,2.466
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),d2.xlarge,0.93
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r6g.2xlarge,0.6164
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5d.xlarge,0.284
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),a1.metal,0.6
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5dn.12xlarge,4.138
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5.24xlarge,5.89
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),g2.8xlarge,4.13
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.2xlarge,0.686
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5a.8xlarge,2.306
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5zn.3xlarge,1.369
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5.18xlarge,3.658
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),i3.2xlarge,0.878
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m4.xlarge,0.31
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5.12xlarge,3.01
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),t1.micro,0.08
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5n.xlarge,0.416
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r4.large,0.22
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r4.8xlarge,2.69
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5n.18xlarge,4.594
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m4.16xlarge,4.13
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5.16xlarge,4.994
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5d.8xlarge,2.914
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.xlarge,0.286
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5.large,0.158
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.8xlarge,2.354
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),g4dn.12xlarge,5.604
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),u-6tb1.112xlarge,65.997
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5a.2xlarge,0.674
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),t2.2xlarge,0.5972
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m3.2xlarge,0.914
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5ad.xlarge,0.318
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),i3.xlarge,0.434
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5n.xlarge,0.308
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.12xlarge,3.466
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5d.24xlarge,5.506
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c1.medium,0.224
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),x1.16xlarge,9.801
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5.large,0.18
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5a.xlarge,0.236
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5d.16xlarge,4.642
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m6g.medium,0.108
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m2.4xlarge,1.313
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5a.24xlarge,6.658
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),x1e.8xlarge,9.802
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5dn.12xlarge,4.93
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),g4dn.16xlarge,6.219
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5n.2xlarge,0.842
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),a1.medium,0.0894
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.metal,3.746
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r3.4xlarge,1.726
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5.12xlarge,3.778
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5ad.12xlarge,3.946
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5d.2xlarge,0.578
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5ad.12xlarge,2.554
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c6g.xlarge,0.2168
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c3.2xlarge,0.659
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),x1e.32xlarge,38.818
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5ad.24xlarge,4.978
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.large,0.199
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),t3.medium,0.1128
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5dn.24xlarge,8.146
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5a.16xlarge,3.586
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5ad.large,0.219
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),i3.4xlarge,1.626
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5a.16xlarge,2.946
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5d.2xlarge,0.694
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.metal,4.578
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m6g.4xlarge,0.898
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5dn.4xlarge,1.73
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),t3a.xlarge,0.2488
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5d.large,0.172
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5.4xlarge,1.346
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5.2xlarge,0.738
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),t4g.micro,0.0706
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),t4g.large,0.1448
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r6g.metal,4.0212
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r6gd.medium,0.1295
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5ad.4xlarge,1.402
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r4.2xlarge,0.77
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5dn.metal,8.146
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.12xlarge,2.842
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),t4g.medium,0.1024
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5zn.6xlarge,2.608
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r4.4xlarge,1.41
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c6gd.16xlarge,3.01
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5.8xlarge,2.05
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),p2.16xlarge,27.618
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r3.2xlarge,0.928
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5ad.8xlarge,1.746
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5d.18xlarge,4.162
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),p2.xlarge,1.778
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c3.xlarge,0.325
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.16xlarge,3.746
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),i2.2xlarge,2.165
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m5zn.metal,5.086
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),x1e.xlarge,1.269
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),t3a.medium,0.1072
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c6gd.8xlarge,1.57
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5a.2xlarge,0.482
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5n.12xlarge,4.402
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),i3en.12xlarge,6.634
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),i3en.metal,13.138
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5dn.metal,9.73
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5a.12xlarge,3.394
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),m6gd.medium,0.1165
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5dn.8xlarge,3.33
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),r5n.4xlarge,1.554
ap-southeast-1,Red Hat Enterprise Linux (Amazon VPC),c5ad.xlarge,0.262
ap-southeast-1,SUSE Linux (Amazon VPC),u-12tb1.112xlarge,131.883
ap-southeast-1,SUSE Linux (Amazon VPC),inf1.xlarge,0.433
ap-southeast-1,SUSE Linux (Amazon VPC),m5a.24xlarge,5.334
ap-southeast-1,SUSE Linux (Amazon VPC),c6g.16xlarge,2.6588
ap-southeast-1,SUSE Linux (Amazon VPC),c6gd.12xlarge,2.31
ap-southeast-1,SUSE Linux (Amazon VPC),c5n.4xlarge,1.142
ap-southeast-1,SUSE Linux (Amazon VPC),m5d.large,0.241
ap-southeast-1,SUSE Linux (Amazon VPC),inf1.2xlarge,0.639
ap-southeast-1,SUSE Linux (Amazon VPC),m6gd.medium,0.0875
ap-southeast-1,SUSE Linux (Amazon VPC),m5.8xlarge,2.02
ap-southeast-1,SUSE Linux (Amazon VPC),r6g.xlarge,0.3682
ap-southeast-1,SUSE Linux (Amazon VPC),m5ad.24xlarge,6.342
ap-southeast-1,SUSE Linux (Amazon VPC),c5.large,0.198
ap-southeast-1,SUSE Linux (Amazon VPC),g4dn.2xlarge,1.202
ap-southeast-1,SUSE Linux (Amazon VPC),t3a.xlarge,0.3138
ap-southeast-1,SUSE Linux (Amazon VPC),r5ad.12xlarge,3.966
ap-southeast-1,SUSE Linux (Amazon VPC),i3.2xlarge,0.848
ap-southeast-1,SUSE Linux (Amazon VPC),m3.xlarge,0.492
ap-southeast-1,SUSE Linux (Amazon VPC),i3.xlarge,0.474
ap-southeast-1,SUSE Linux (Amazon VPC),i3en.metal,13.158
ap-southeast-1,SUSE Linux (Amazon VPC),i2.8xlarge,8.24
ap-southeast-1,SUSE Linux (Amazon VPC),c5a.large,0.151
ap-southeast-1,SUSE Linux (Amazon VPC),m5zn.xlarge,0.538
ap-southeast-1,SUSE Linux (Amazon VPC),c6gd.large,0.153
ap-southeast-1,SUSE Linux (Amazon VPC),m6gd.8xlarge,1.958
ap-southeast-1,SUSE Linux (Amazon VPC),c5.9xlarge,1.864
ap-southeast-1,SUSE Linux (Amazon VPC),t4g.medium,0.1049
ap-southeast-1,SUSE Linux (Amazon VPC),r5d.24xlarge,8.502
ap-southeast-1,SUSE Linux (Amazon VPC),r4.2xlarge,0.74
ap-southeast-1,SUSE Linux (Amazon VPC),r6g.12xlarge,3.0684
ap-southeast-1,SUSE Linux (Amazon VPC),t2.large,0.2168
ap-southeast-1,SUSE Linux (Amazon VPC),r6g.4xlarge,1.1228
ap-southeast-1,SUSE Linux (Amazon VPC),t4g.small,0.0525
ap-southeast-1,SUSE Linux (Amazon VPC),p2.xlarge,1.818
ap-southeast-1,SUSE Linux (Amazon VPC),c5d.large,0.212
ap-southeast-1,SUSE Linux (Amazon VPC),r5d.16xlarge,5.718
ap-southeast-1,SUSE Linux (Amazon VPC),r6gd.4xlarge,1.262
ap-southeast-1,SUSE Linux (Amazon VPC),g4dn.metal,11.098
ap-southeast-1,SUSE Linux (Amazon VPC),c5ad.8xlarge,1.766
ap-southeast-1,SUSE Linux (Amazon VPC),c5a.xlarge,0.301
ap-southeast-1,SUSE Linux (Amazon VPC),m6gd.xlarge,0.351
ap-southeast-1,SUSE Linux (Amazon VPC),m2.4xlarge,1.283
ap-southeast-1,SUSE Linux (Amazon VPC),z1d.3xlarge,1.506
ap-southeast-1,SUSE Linux (Amazon VPC),m5.2xlarge,0.58
ap-southeast-1,SUSE Linux (Amazon VPC),c5d.4xlarge,0.996
ap-southeast-1,SUSE Linux (Amazon VPC),z1d.12xlarge,5.574
ap-southeast-1,SUSE Linux (Amazon VPC),m5ad.16xlarge,4.278
ap-southeast-1,SUSE Linux (Amazon VPC),m1.medium,0.217
ap-southeast-1,SUSE Linux (Amazon VPC),m5d.metal,6.868
ap-southeast-1,SUSE Linux (Amazon VPC),m4.xlarge,0.35
ap-southeast-1,SUSE Linux (Amazon VPC),r6gd.8xlarge,2.374
ap-southeast-1,SUSE Linux (Amazon VPC),c6g.2xlarge,0.4636
ap-southeast-1,SUSE Linux (Amazon VPC),c5ad.12xlarge,2.574
ap-southeast-1,SUSE Linux (Amazon VPC),inf1.24xlarge,6.526
ap-southeast-1,SUSE Linux (Amazon VPC),m6g.large,0.159
ap-southeast-1,SUSE Linux (Amazon VPC),d3.xlarge,0.751
ap-southeast-1,SUSE Linux (Amazon VPC),c5.12xlarge,2.452
ap-southeast-1,SUSE Linux (Amazon VPC),t4g.nano,0.0053
ap-southeast-1,SUSE Linux (Amazon VPC),c6g.xlarge,0.2818
ap-southeast-1,SUSE Linux (Amazon VPC),m5a.16xlarge,3.606
ap-southeast-1,SUSE Linux (Amazon VPC),r5b.12xlarge,4.422
ap-southeast-1,SUSE Linux (Amazon VPC),c5n.2xlarge,0.646
ap-southeast-1,SUSE Linux (Amazon VPC),m5a.8xlarge,1.878
ap-southeast-1,SUSE Linux (Amazon VPC),m5d.4xlarge,1.228
ap-southeast-1,SUSE Linux (Amazon VPC),t4g.xlarge,0.2946
ap-southeast-1,SUSE Linux (Amazon VPC),c5a.12xlarge,2.262
ap-southeast-1,SUSE Linux (Amazon VPC),g4dn.xlarge,0.861
ap-southeast-1,SUSE Linux (Amazon VPC),r5a.8xlarge,2.326
ap-southeast-1,SUSE Linux (Amazon VPC),c4.xlarge,0.331
ap-southeast-1,SUSE Linux (Amazon VPC),r5a.24xlarge,6.678
ap-southeast-1,SUSE Linux (Amazon VPC),c4.large,0.215
ap-southeast-1,SUSE Linux (Amazon VPC),r3.8xlarge,3.292
ap-southeast-1,SUSE Linux (Amazon VPC),z1d.large,0.289
ap-southeast-1,SUSE Linux (Amazon VPC),c5n.xlarge,0.373
ap-southeast-1,SUSE Linux (Amazon VPC),r6gd.large,0.202
ap-southeast-1,SUSE Linux (Amazon VPC),m5n.metal,7.158
ap-southeast-1,SUSE Linux (Amazon VPC),m5.16xlarge,3.94
ap-southeast-1,SUSE Linux (Amazon VPC),i3.4xlarge,1.596
ap-southeast-1,SUSE Linux (Amazon VPC),r6gd.16xlarge,4.598
ap-southeast-1,SUSE Linux (Amazon VPC),m5a.12xlarge,2.742
ap-southeast-1,SUSE Linux (Amazon VPC),r5b.24xlarge,8.694
ap-southeast-1,SUSE Linux (Amazon VPC),m5.metal,5.86
ap-southeast-1,SUSE Linux (Amazon VPC),r5a.4xlarge,1.238
ap-southeast-1,SUSE Linux (Amazon VPC),m4.large,0.225
ap-southeast-1,SUSE Linux (Amazon VPC),t3.xlarge,0.3362
ap-southeast-1,SUSE Linux (Amazon VPC),i3.16xlarge,6.084
ap-southeast-1,SUSE Linux (Amazon VPC),m5.24xlarge,5.86
ap-southeast-1,SUSE Linux (Amazon VPC),x1e.16xlarge,19.444
ap-southeast-1,SUSE Linux (Amazon VPC),r6gd.12xlarge,3.486
ap-southeast-1,SUSE Linux (Amazon VPC),m2.2xlarge,0.692
ap-southeast-1,SUSE Linux (Amazon VPC),c6g.4xlarge,0.7772
ap-southeast-1,SUSE Linux (Amazon VPC),i3en.24xlarge,13.158
ap-southeast-1,SUSE Linux (Amazon VPC),m6g.12xlarge,2.454
ap-southeast-1,SUSE Linux (Amazon VPC),r5ad.4xlarge,1.422
ap-southeast-1,SUSE Linux (Amazon VPC),r5d.large,0.237
ap-southeast-1,SUSE Linux (Amazon VPC),r5a.large,0.199
ap-southeast-1,SUSE Linux (Amazon VPC),m5.12xlarge,2.98
ap-southeast-1,SUSE Linux (Amazon VPC),r5d.xlarge,0.473
ap-southeast-1,SUSE Linux (Amazon VPC),m4.10xlarge,2.6
ap-southeast-1,SUSE Linux (Amazon VPC),m6g.xlarge,0.317
ap-southeast-1,SUSE Linux (Amazon VPC),c5d.9xlarge,2.116
ap-southeast-1,SUSE Linux (Amazon VPC),g3.4xlarge,1.77
ap-southeast-1,SUSE Linux (Amazon VPC),m5zn.metal,5.106
ap-southeast-1,SUSE Linux (Amazon VPC),m4.16xlarge,4.1
ap-southeast-1,SUSE Linux (Amazon VPC),m1.small,0.088
ap-southeast-1,SUSE Linux (Amazon VPC),r5dn.metal,9.75
ap-southeast-1,SUSE Linux (Amazon VPC),r6gd.xlarge,0.403
ap-southeast-1,SUSE Linux (Amazon VPC),m6g.metal,3.222
ap-southeast-1,SUSE Linux (Amazon VPC),c5ad.24xlarge,4.998
ap-southeast-1,SUSE Linux (Amazon VPC),c6gd.metal,3.03
ap-southeast-1,SUSE Linux (Amazon VPC),c6gd.16xlarge,3.03
ap-southeast-1,SUSE Linux (Amazon VPC),z1d.2xlarge,1.054
ap-southeast-1,SUSE Linux (Amazon VPC),c6g.12xlarge,2.0316
ap-southeast-1,SUSE Linux (Amazon VPC),c5a.24xlarge,4.374
ap-southeast-1,SUSE Linux (Amazon VPC),c6g.8xlarge,1.4044
ap-southeast-1,SUSE Linux (Amazon VPC),r4.xlarge,0.42
ap-southeast-1,SUSE Linux (Amazon VPC),p2.8xlarge,13.844
ap-southeast-1,SUSE Linux (Amazon VPC),a1.xlarge,0.2426
ap-southeast-1,SUSE Linux (Amazon VPC),m6gd.metal,3.766
ap-southeast-1,SUSE Linux (Amazon VPC),i3en.3xlarge,1.776
ap-southeast-1,SUSE Linux (Amazon VPC),r6g.medium,0.0918
ap-southeast-1,SUSE Linux (Amazon VPC),r5n.large,0.241
ap-southeast-1,SUSE Linux (Amazon VPC),t3.large,0.1686
ap-southeast-1,SUSE Linux (Amazon VPC),t3a.large,0.1574
ap-southeast-1,SUSE Linux (Amazon VPC),t1.micro,0.03
ap-southeast-1,SUSE Linux (Amazon VPC),c5n.large,0.187
ap-southeast-1,SUSE Linux (Amazon VPC),c5a.16xlarge,2.966
ap-southeast-1,SUSE Linux (Amazon VPC),r5ad.large,0.222
ap-southeast-1,SUSE Linux (Amazon VPC),c4.4xlarge,1.024
ap-southeast-1,SUSE Linux (Amazon VPC),r5b.xlarge,0.481
ap-southeast-1,SUSE Linux (Amazon VPC),z1d.metal,5.574
ap-southeast-1,SUSE Linux (Amazon VPC),c5d.metal,5.476
ap-southeast-1,SUSE Linux (Amazon VPC),r5a.16xlarge,4.502
ap-southeast-1,SUSE Linux (Amazon VPC),u-9tb1.112xlarge,98.95
ap-southeast-1,SUSE Linux (Amazon VPC),m3.medium,0.198
ap-southeast-1,SUSE Linux (Amazon VPC),r5d.metal,8.502
ap-southeast-1,SUSE Linux (Amazon VPC),m3.2xlarge,0.884
ap-southeast-1,SUSE Linux (Amazon VPC),t3a.2xlarge,0.5276
ap-southeast-1,SUSE Linux (Amazon VPC),g4dn.4xlarge,1.835
ap-southeast-1,SUSE Linux (Amazon VPC),c5ad.xlarge,0.327
ap-southeast-1,SUSE Linux (Amazon VPC),r5n.metal,8.694
ap-southeast-1,SUSE Linux (Amazon VPC),g3.16xlarge,6.78
ap-southeast-1,SUSE Linux (Amazon VPC),m6gd.2xlarge,0.602
ap-southeast-1,SUSE Linux (Amazon VPC),m5ad.xlarge,0.383
ap-southeast-1,SUSE Linux (Amazon VPC),c6gd.xlarge,0.305
ap-southeast-1,SUSE Linux (Amazon VPC),d3.4xlarge,2.654
ap-southeast-1,SUSE Linux (Amazon VPC),t2.nano,0.0173
ap-southeast-1,SUSE Linux (Amazon VPC),c6gd.medium,0.076
ap-southeast-1,SUSE Linux (Amazon VPC),c5.2xlarge,0.492
ap-southeast-1,SUSE Linux (Amazon VPC),c4.2xlarge,0.562
ap-southeast-1,SUSE Linux (Amazon VPC),m5zn.12xlarge,5.106
ap-southeast-1,SUSE Linux (Amazon VPC),c5d.12xlarge,2.788
ap-southeast-1,SUSE Linux (Amazon VPC),r6g.metal,4.0412
ap-southeast-1,SUSE Linux (Amazon VPC),m5.4xlarge,1.06
ap-southeast-1,SUSE Linux (Amazon VPC),r6g.8xlarge,2.0956
ap-southeast-1,SUSE Linux (Amazon VPC),t3.nano,0.0066
ap-southeast-1,SUSE Linux (Amazon VPC),m5a.large,0.171
ap-southeast-1,SUSE Linux (Amazon VPC),c6g.large,0.1414
ap-southeast-1,SUSE Linux (Amazon VPC),m5.xlarge,0.34
ap-southeast-1,SUSE Linux (Amazon VPC),r4.large,0.26
ap-southeast-1,SUSE Linux (Amazon VPC),d2.xlarge,0.97
ap-southeast-1,SUSE Linux (Amazon VPC),p3.16xlarge,33.972
ap-southeast-1,SUSE Linux (Amazon VPC),c5ad.large,0.164
ap-southeast-1,SUSE Linux (Amazon VPC),c5n.18xlarge,4.614
ap-southeast-1,SUSE Linux (Amazon VPC),r5n.xlarge,0.481
ap-southeast-1,SUSE Linux (Amazon VPC),r6gd.2xlarge,0.706
ap-southeast-1,SUSE Linux (Amazon VPC),m5ad.large,0.192
ap-southeast-1,SUSE Linux (Amazon VPC),m5dn.metal,8.166
ap-southeast-1,SUSE Linux (Amazon VPC),t2.2xlarge,0.5672
ap-southeast-1,SUSE Linux (Amazon VPC),m5d.xlarge,0.382
ap-southeast-1,SUSE Linux (Amazon VPC),t3a.medium,0.1102
ap-southeast-1,SUSE Linux (Amazon VPC),r6g.large,0.1846
ap-southeast-1,SUSE Linux (Amazon VPC),c5.metal,4.804
ap-southeast-1,SUSE Linux (Amazon VPC),m5zn.6xlarge,2.628
ap-southeast-1,SUSE Linux (Amazon VPC),c5ad.4xlarge,0.958
ap-southeast-1,SUSE Linux (Amazon VPC),m5d.24xlarge,6.868
ap-southeast-1,SUSE Linux (Amazon VPC),t3.medium,0.1158
ap-southeast-1,SUSE Linux (Amazon VPC),t3a.nano,0.0059
ap-southeast-1,SUSE Linux (Amazon VPC),r5ad.16xlarge,5.238
ap-southeast-1,SUSE Linux (Amazon VPC),c5d.24xlarge,5.476
ap-southeast-1,SUSE Linux (Amazon VPC),d2.4xlarge,3.58
ap-southeast-1,SUSE Linux (Amazon VPC),m5.large,0.22
ap-southeast-1,SUSE Linux (Amazon VPC),r5d.12xlarge,4.326
ap-southeast-1,SUSE Linux (Amazon VPC),r5n.2xlarge,0.862
ap-southeast-1,SUSE Linux (Amazon VPC),c6g.medium,0.0702
ap-southeast-1,SUSE Linux (Amazon VPC),m6g.8xlarge,1.686
ap-southeast-1,SUSE Linux (Amazon VPC),r5.24xlarge,7.446
ap-southeast-1,SUSE Linux (Amazon VPC),x1.16xlarge,9.771
ap-southeast-1,SUSE Linux (Amazon VPC),c5d.xlarge,0.324
ap-southeast-1,SUSE Linux (Amazon VPC),r5.2xlarge,0.758
ap-southeast-1,SUSE Linux (Amazon VPC),m5d.2xlarge,0.664
ap-southeast-1,SUSE Linux (Amazon VPC),g3.8xlarge,3.44
ap-southeast-1,SUSE Linux (Amazon VPC),c3.4xlarge,1.158
ap-southeast-1,SUSE Linux (Amazon VPC),t2.medium,0.1584
ap-southeast-1,SUSE Linux (Amazon VPC),t3.small,0.0574
ap-southeast-1,SUSE Linux (Amazon VPC),c5ad.2xlarge,0.554
ap-southeast-1,SUSE Linux (Amazon VPC),m5d.12xlarge,3.484
ap-southeast-1,SUSE Linux (Amazon VPC),r5n.8xlarge,2.998
ap-southeast-1,SUSE Linux (Amazon VPC),r6g.16xlarge,4.0412
ap-southeast-1,SUSE Linux (Amazon VPC),c5.xlarge,0.296
ap-southeast-1,SUSE Linux (Amazon VPC),x1e.xlarge,1.309
ap-southeast-1,SUSE Linux (Amazon VPC),r5ad.xlarge,0.443
ap-southeast-1,SUSE Linux (Amazon VPC),a1.large,0.1218
ap-southeast-1,SUSE Linux (Amazon VPC),m6g.medium,0.079
ap-southeast-1,SUSE Linux (Amazon VPC),m5ad.12xlarge,3.246
ap-southeast-1,SUSE Linux (Amazon VPC),m6gd.12xlarge,2.862
ap-southeast-1,SUSE Linux (Amazon VPC),c6gd.8xlarge,1.59
ap-southeast-1,SUSE Linux (Amazon VPC),inf1.6xlarge,1.744
ap-southeast-1,SUSE Linux (Amazon VPC),m5ad.8xlarge,2.214
ap-southeast-1,SUSE Linux (Amazon VPC),r5n.24xlarge,8.694
ap-southeast-1,SUSE Linux (Amazon VPC),g4dn.16xlarge,6.239
ap-southeast-1,SUSE Linux (Amazon VPC),i3en.xlarge,0.667
ap-southeast-1,SUSE Linux (Amazon VPC),x1.32xlarge,19.441
ap-southeast-1,SUSE Linux (Amazon VPC),m5a.2xlarge,0.582
ap-southeast-1,SUSE Linux (Amazon VPC),c5d.18xlarge,4.132
ap-southeast-1,SUSE Linux (Amazon VPC),r5b.4xlarge,1.574
ap-southeast-1,SUSE Linux (Amazon VPC),t4g.micro,0.0106
ap-southeast-1,SUSE Linux (Amazon VPC),r5n.12xlarge,4.422
